fullvisitorid,channelgrouping,time,country,city,transactions,timeonsite,pageviews,sessionqualitydim,date,visitid,type,productquantity,productprice,productrevenue,productsku,v2productname,v2productcategory,productvariant,currencycode,transactionrevenue,transactionid,pagetitle,pagepathlevel1,ecommerceaction_type,ecommerceaction_step,ecommerceaction_option,totaltransactionrevenue
6221923812790892714,Referral,63463,United States,Cupertino,0,63,3,0,2016-09-29,1475202423,PAGE,0,9990000,0,GGOEGDHC017999,24 oz USA Made Aluminum Bottle,Home/Drinkware/Water Bottles and Tumblers/,no data,USD,0,no data,Water Bottles and Tumblers,/google+redesign/,0,1,no data,0
1826819720584749202,Referral,9124,United States,New York,0,9,2,0,2016-09-15,1473958126,PAGE,0,79990000,0,GGOEGBMC056599,Waterproof Gear Bag,Home/Bags/More Bags/,no data,no data,0,no data,More Bags,/google+redesign/,2,1,no data,0
2545194142777015271,Affiliates,198154,India,Chennai,0,198,8,0,2017-03-16,1489664404,PAGE,0,18990000,0,GGOEGAAX0734,Google Men's Short Sleeve Hero Tee Heather,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's T-Shirts | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
8024562944722892732,Organic Search,16386,United Kingdom,London,0,121,9,0,2016-08-10,1470834492,PAGE,0,1990000,0,GGOEGOAB021699,PaperMate Ink Joy Pen,Home/Office/,no data,USD,0,no data,Office,/google+redesign/,0,1,no data,0
6417819622764206951,Referral,622261,United States,Sunnyvale,0,1166,8,0,2017-03-21,1490133004,PAGE,0,61590000,0,GGOEGEVB070699,Google Bluetooth Speaker-Power Bank,Home/Electronics/Audio/,no data,USD,0,no data,Audio | Electronics | Google Merchandise Store,/google+redesign/,0,1,no data,0
6243280017775402622,Organic Search,10901,India,Bengaluru,0,11,2,0,2017-03-13,1489424644,PAGE,0,9990000,0,GGOEYOCR078099,YouTube Spiral Journal with Pen,Home/Shop by Brand/YouTube/,no data,USD,0,no data,YouTube | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
727376239534996732,Affiliates,53830,India,Chennai,0,83,4,0,2016-11-06,1478417393,PAGE,0,19990000,0,GGOEGAAX0330,YouTube Men's Skater Tee Charcoal,Home/Shop by Brand/YouTube/,no data,USD,0,no data,YouTube | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
3752233149904469637,Direct,122736,United States,Mountain View,0,123,5,0,2016-08-17,1471460305,PAGE,0,9990000,0,GGOEGOGA016299,Grip Highlighter Pen 3 Pack,Home/Office/,no data,USD,0,no data,6: Office,/google+redesign/,0,1,no data,0
5081569679065305441,Display,0,United States,Portland,0,0,1,0,2016-11-16,1479340632,PAGE,0,98990000,0,GGOEGAAX0607,Google Women's Convertible Vest-Jacket Sea Foam Green,Home/Shop by Brand/,no data,USD,0,no data,Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
8453277310019248996,Organic Search,0,United States,San Francisco,0,6,2,0,2016-09-17,1474174107,PAGE,0,16990000,0,GGOEGAAX0280,Google Women's Short Sleeve Hero Tee Grey,Home/Apparel/,no data,USD,0,no data,Apparel,/google+redesign/,0,1,no data,0
3135513609218292771,Display,0,United States,New York,0,54,2,0,2017-04-27,1493319954,PAGE,0,11990000,0,GGOEGCNB021099,Seat Pack Organizer,Home/Accessories/,no data,USD,0,no data,Accessories | Google Merchandise Store,/google+redesign/,0,1,no data,0
0884357571907100138,Referral,5910,United States,New York,0,74,3,0,2017-04-03,1491234085,PAGE,0,44790000,0,GGOEGAAX0358,Google Men's  Zip Hoodie,Home/Apparel/Men's/,no data,USD,0,no data,Men's Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
1720310829947016346,Referral,19859,United States,Chicago,0,20,2,0,2016-08-23,1471981048,PAGE,0,6990000,0,GGOEGAAX0168,Google Pet Feeding Mat,Home/Lifestyle/,no data,USD,0,no data,Lifestyle,/google+redesign/,0,1,no data,0
3525336521798384477,Paid Search,86834,United States,Los Angeles,0,1331,10,0,2017-06-15,1497567572,PAGE,0,29990000,0,GGOEGAAX0353,Google Vintage Henley Grey/Black,Home/Apparel/Men's/,no data,USD,0,no data,Men's Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
8029289777961890361,Organic Search,40662,United States,San Francisco,0,160,8,0,2016-08-29,1472510768,PAGE,0,16990000,0,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/,no data,USD,0,no data,Apparel,/google+redesign/,0,1,no data,0
1634435651836897425,Referral,15176,United States,Sunnyvale,0,15,2,0,2017-02-04,1486210645,PAGE,0,10990000,0,GGOEYHPB072210,YouTube Twill Cap,Home/Apparel/Headgear/,no data,USD,0,no data,Headgear | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
0864539023571416188,Referral,9607,United States,Mountain View,0,82,5,0,2016-08-15,1471295756,PAGE,0,2990000,0,GGOEGOBG023599,Colored Pencil Set,Home/Office/,no data,USD,0,no data,Office,/google+redesign/,0,1,no data,0
6320803599255559103,Referral,85095,United States,Mountain View,0,98,7,0,2017-01-12,1484261557,PAGE,0,199000000,0,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Home/Nest/Nest-USA/,no data,USD,0,no data,Nest-USA,/google+redesign/,0,1,no data,0
0202981306672594031,Organic Search,1776002,Canada,Toronto,0,2822,7,0,2016-09-21,1474482721,PAGE,0,34990000,0,GGOEGAAX0334,Android Men's Long Sleeve Badge Crew Tee Heather,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's-T-Shirts,/google+redesign/,0,1,no data,0
9593172154256419465,Referral,133559,United States,Mountain View,0,175,6,0,2016-11-24,1480028903,PAGE,0,109990000,0,GGOEGAAX0580,Google Women's 1/4 Zip Jacket Charcoal,Home/Apparel/Women's/Women's-Outerwear/,no data,USD,0,no data,Women's Outerwear | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
1050561939856699469,Referral,89978,United States,Boston,0,90,4,0,2017-01-03,1483499797,PAGE,0,99990000,0,GGOEGBRB013899,Google Laptop Backpack,Home/Bags/Backpacks/,no data,USD,0,no data,Backpacks | Bags | Google Merchandise Store,/google+redesign/,0,1,no data,0
3717170129903083793,Referral,24451,United States,Sunnyvale,0,375,8,0,2017-06-08,1496948180,PAGE,0,119000000,0,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Home/Nest/Nest-USA/,no data,no data,0,no data,Nest-USA,/google+redesign/,2,1,no data,0
9399955348693403778,Organic Search,79412,Hong Kong,Hong Kong,0,79,3,0,2017-05-04,1493966821,PAGE,0,8990000,0,GGOEYOBR078599,YouTube Luggage Tag,Home/Shop by Brand/YouTube/,no data,USD,0,no data,YouTube | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
4250836288043668185,Direct,228451,Canada,Burnaby,0,867,4,0,2017-03-23,1490314681,PAGE,0,16990000,0,GGOEGAAX0105,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's T-Shirts | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
6342491657336618815,Organic Search,87517,United States,Mountain View,0,88,4,0,2017-06-29,1498759376,PAGE,0,149000000,0,GGOENEBQ084699,Nest® Learning Thermostat 3rd Gen-USA - White,Home/Nest/Nest-USA/,no data,USD,0,no data,Nest-USA,/google+redesign/,0,1,no data,0
3624889413134393052,Paid Search,250676,United States,Mountain View,0,1082,12,0,2016-11-18,1479516330,PAGE,0,0,0,9180801,Engraved Ceramic Google Mug,no data,no data,USD,0,no data,Waterproof Backpack,/google+redesign/,0,1,no data,0
6551023085301712110,Organic Search,0,United States,San Francisco,0,9,2,0,2017-02-17,1487357142,PAGE,0,18990000,0,GGOEGAAX0298,Google Women's V-Neck Tee Grey,Home/Apparel/Women's/Women's-T-Shirts/,no data,USD,0,no data,Women's T-Shirts | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
2997122273029481009,Direct,5444,United States,Mountain View,0,22,3,0,2016-08-25,1472156506,PAGE,0,2990000,0,GGOEGAAX0074,Google 22 oz Water Bottle,Home/Drinkware/,no data,USD,0,no data,Drinkware,/google+redesign/,0,1,no data,0
5429715224330423936,Direct,12009,United States,New York,0,101,6,0,2016-10-12,1476307932,PAGE,0,1990000,0,GGOEGOFH020299,Galaxy Screen Cleaning Cloth,Home/Electronics/Electronics Accessories/,no data,USD,0,no data,Accessories | Electronics | Google Merchandise Store,/google+redesign/,0,1,no data,0
5504046535901101642,Organic Search,32019,United States,Mountain View,0,97,8,0,2017-05-24,1495676718,PAGE,0,10990000,0,GGOEYHPB072210,YouTube Twill Cap,Home/Apparel/,no data,USD,0,no data,Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
4838023999699265394,Organic Search,519559,United States,San Jose,0,550,10,0,2016-12-16,1481942110,PAGE,0,16990000,0,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Shop by Brand/Google/,no data,USD,0,no data,Google | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
6780602959844460558,Organic Search,13770,United States,San Jose,0,98,5,0,2017-02-17,1487318885,PAGE,0,16990000,0,GGOEGAAX0654,Google Toddler Short Sleeve T-shirt Yellow,Home/Apparel/Kid's/Kid's-Toddler/,no data,USD,0,no data,Toddler | Kids' Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
9197677320558741671,Direct,0,Australia,Melbourne,0,12,2,0,2017-06-12,1497313483,PAGE,0,4990000,0,GGOEGBMJ013399,Sport Bag,Home/Bags/,no data,USD,0,no data,Bags | Google Merchandise Store,/google+redesign/,0,1,no data,0
5514914188308895672,Organic Search,0,United States,no data available in demo dataset,0,14,2,0,2016-08-28,1472407085,PAGE,0,34990000,0,GGOEGAAX0334,Android Men's Long Sleeve Badge Crew Tee Heather,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's-T-Shirts,/google+redesign/,0,1,no data,0
5156077141246657627,Organic Search,4086,Switzerland,no data available in demo dataset,0,9,3,0,2016-08-25,1472109793,EVENT,0,69990000,0,GGOEGBRJ037399,Google Rucksack,Home/Bags/,no data,no data,0,no data,Bags,/google+redesign/,1,1,no data,0
8280805974080139588,Organic Search,365796,India,no data available in demo dataset,0,383,4,0,2016-08-01,1470113824,PAGE,0,16990000,0,GGOEGAAX0652,Google Toddler Short Sleeve T-shirt Royal Blue,Home/Shop by Brand/Google/,no data,USD,0,no data,Google,/google+redesign/,0,1,no data,0
8045317164960006200,Referral,77556,Canada,Toronto,0,533,6,0,2016-09-23,1474685497,PAGE,0,22990000,0,GGOEGHPB003410,Google Snapback Hat Black,Home/Apparel/,no data,USD,0,no data,Apparel,/google+redesign/,0,1,no data,0
2554216330263603193,Referral,20972,United States,Santa Clara,0,70,3,0,2016-09-21,1474480704,PAGE,0,15190000,0,GGOEGAAX0292,Google Women's Short Sleeve Shirt Red,Home/Apparel/Women's/Women's-T-Shirts/,no data,USD,0,no data,Women's-T-Shirts,/google+redesign/,0,1,no data,0
7205929042141582466,Organic Search,0,United States,New York,0,262,4,0,2016-12-18,1482054456,PAGE,0,18990000,0,GGOEGAAX0734,Google Men's Short Sleeve Hero Tee Heather,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's T-Shirts | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
6525850692573895291,Referral,14877,United States,Sunnyvale,0,15,2,0,2017-06-14,1497473908,PAGE,0,39990000,0,GGOEGEVA022399,Micro Wireless Earbud,Home/Electronics/Audio/,no data,USD,0,no data,Audio | Electronics | Google Merchandise Store,/google+redesign/,0,1,no data,0
8810898807051201096,Organic Search,0,United States,San Francisco,0,31,3,0,2017-05-04,1493966266,PAGE,0,51990000,0,GGOEGAAX0362,Google Men's Pullover Hoodie Grey,no data,no data,USD,0,no data,Store search results,/asearch.html,0,1,no data,0
507781256683519944,Referral,46296,United States,Seattle,0,129,6,0,2017-03-08,1488995266,PAGE,0,10990000,0,GGOEAHPJ074410,Android Twill Cap,Home/Apparel/Headgear/,no data,USD,0,no data,Headgear | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
9145260434315064234,Paid Search,152766,United States,Philadelphia,0,273,9,0,2017-06-02,1496442152,PAGE,0,20990000,0,GGOEGAAX0356,YouTube Men's Vintage Tank,Home/Shop by Brand/YouTube/,no data,USD,0,no data,YouTube | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
2368551524406489641,Organic Search,109353,United States,Mountain View,0,155,15,0,2016-08-10,1470891082,PAGE,0,24990000,0,GGOEGAAX0315,Google 3/4 Sleeve Raglan Badge Henley Black,Home/Apparel/,no data,USD,0,no data,Apparel,/google+redesign/,0,1,no data,0
3320400792908825476,Referral,0,India,no data available in demo dataset,0,0,1,0,2016-12-11,1481444246,PAGE,0,18990000,0,GGOEGAAX0338,Google Men's Vintage Badge Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's T-Shirts | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
5145170755513533675,Organic Search,246710,Japan,Shinjuku,0,384,12,0,2016-08-16,1471407389,PAGE,0,12990000,0,GGOEGESQ016799,Plastic Sliding Flashlight,Home/Electronics/,no data,USD,0,no data,Electronics,/google+redesign/,0,1,no data,0
3774481916858545483,Referral,809212,United States,Sunnyvale,1,1445,15,0,2017-05-22,1495462087,PAGE,0,23990000,0,GGOEGAAX0352,Android Men's Vintage Henley,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's T-Shirts | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,22990000
9232605984845364139,Referral,211166,United States,Mountain View,0,318,6,0,2017-06-02,1496431143,PAGE,0,11990000,0,GGOEGKWQ060910,Google Bib White,Home/Apparel/Kid's/Kid's-Toddler/,no data,USD,0,no data,Toddler | Kids' Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
968021914097523335,Organic Search,133870,United States,San Diego,0,134,9,0,2017-04-23,1492977524,PAGE,0,24990000,0,GGOEAHPA004110,Android Wool Heather Cap Heather/Black,Home/Apparel/,no data,USD,0,no data,Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
2115273739340176546,Organic Search,93215,Australia,Melbourne,0,227,9,0,2017-01-05,1483602979,PAGE,0,8990000,0,GGOEAOBH078799,Android Luggage Tag,Home/Accessories/Housewares/,no data,USD,0,no data,Housewares | Accessories | Google Merchandise Store,/google+redesign/,0,1,no data,0
1096343043393031665,Direct,0,Spain,Madrid,0,0,1,0,2017-05-21,1495390267,PAGE,0,79990000,0,GGOEGEVJ023999,Compact Bluetooth Speaker,Home/Electronics/,no data,USD,0,no data,Electronics | Google Merchandise Store,/google+redesign/,0,1,no data,0
6599451211520292865,Organic Search,0,India,Chennai,0,0,1,0,2016-12-21,1482309678,PAGE,0,9990000,0,GGOEGDHG014499,Google Infuser-Top Water Bottle,Home/Drinkware/Water Bottles and Tumblers/,no data,USD,0,no data,Water Bottles & Tumblers | Drinkware | Google Merchandise Store,/google+redesign/,0,1,no data,0
7761764038745907392,Organic Search,858127,Canada,Toronto,0,858,2,0,2017-01-10,1484096615,PAGE,0,6990000,0,GGOEYOLR018699,YouTube Leatherette Notebook Combo,Home/Shop by Brand/YouTube/,no data,USD,0,no data,YouTube | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
8291329136674325526,Organic Search,40068,United States,San Jose,0,72,5,0,2016-08-28,1472413423,PAGE,0,18990000,0,GGOEGAAX0288,Google Women's Short Sleeve Shirt Light Grey,Home/Apparel/,no data,USD,0,no data,Apparel,/store.html,0,1,no data,0
98905568735804897,Organic Search,0,India,Mumbai,0,0,1,0,2017-01-02,1483381277,PAGE,0,8990000,0,GGOEYOBR078599,YouTube Luggage Tag,Home/Shop by Brand/YouTube/,no data,USD,0,no data,YouTube | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
135966821304450084,Organic Search,7229,Hong Kong,Hong Kong,0,88,7,0,2016-10-03,1475543259,PAGE,0,2990000,0,GGOEGOAQ020099,Four Color Retractable Pen,Home/Office/,no data,USD,0,no data,Office,/google+redesign/,0,1,no data,0
3066166220822547112,Organic Search,188057,United States,no data available in demo dataset,0,232,9,0,2017-04-06,1491522916,PAGE,0,99990000,0,GGOEGBRA037499,Waterproof Backpack,no data,no data,USD,0,no data,Store search results,/asearch.html,0,1,no data,0
8536394636491351629,Organic Search,60254,India,no data available in demo dataset,0,162,5,0,2017-01-13,1484323460,PAGE,0,16990000,0,GGOEGAAX0105,Google Men's 100% Cotton Short Sleeve Hero Tee Black,no data,no data,USD,0,no data,Store search results,/asearch.html,0,1,no data,0
8379929056656388083,Referral,7386,Canada,New York,1,614,16,0,2016-12-28,1482946755,PAGE,0,55990000,0,GGOEGAAX0358,Google Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,no data,USD,0,no data,Men's Outerwear | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,67990000
0875829434658805081,Referral,62536,United States,Chicago,0,153,6,0,2016-12-07,1481164985,PAGE,0,18990000,0,GGOEGAAX0325,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's T-Shirts | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
8249578383599429861,Organic Search,294701,United States,Tempe,0,319,14,0,2016-10-11,1476208532,PAGE,0,6990000,0,GGOEGCBB074199,Google Car Clip Phone Holder,Home/Accessories/Housewares/,no data,USD,0,no data,Housewares | Accessories | Google Merchandise Store,/google+redesign/,0,1,no data,0
9196333657732453333,Direct,16753,United States,Mountain View,0,177,6,0,2016-09-20,1474389161,PAGE,0,18990000,0,GGOEGAAX0326,Google Men's Short Sleeve Badge Tee Charcoal,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's-T-Shirts,/google+redesign/,0,1,no data,0
9314949281527419751,Referral,96600,United States,San Jose,0,181,5,0,2017-03-23,1490322119,PAGE,0,16990000,0,GGOEGAAX0106,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's T-Shirts | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
8964881812945424157,Organic Search,811172,United States,Charlotte,0,817,9,0,2016-08-12,1471040739,PAGE,0,18990000,0,GGOEGAAX0290,YouTube Women's Short Sleeve Crew Tee,Home/Apparel/Women's/,no data,USD,0,no data,Women's,/google+redesign/,0,1,no data,0
1709337403748010103,Organic Search,134798,United States,Los Angeles,0,389,12,0,2017-01-24,1485285494,PAGE,0,9990000,0,GGOEGAYR023499,Straw Beach Mat,Home/Accessories/Fun/,no data,USD,0,no data,Fun | Accessories | Google Merchandise Store,/google+redesign/,0,1,no data,0
749214263450725556,Direct,9471,United States,Mountain View,0,9,2,0,2016-11-30,1480534868,PAGE,0,21990000,0,GGOEYHPA003510,YouTube Trucker Hat,Home/Shop by Brand/YouTube/,no data,USD,0,no data,YouTube | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
0083024131374363853,Referral,175304,United States,San Francisco,0,769,16,64,2017-07-15,1500176511,PAGE,0,104990000,0,GGOEGAAX0586,Google Women's Yoga Jacket Black,Home/Apparel/Women's/Women's-Outerwear/,no data,USD,0,no data,Women's Outerwear | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
9389884132356484580,Referral,115191,United States,Mountain View,0,130,8,0,2017-01-10,1484086523,PAGE,0,79000000,0,GGOENEBQ079099,Nest® Protect Smoke + CO White Battery Alarm-USA,Home/Nest/Nest-USA/,no data,USD,0,no data,Nest-USA,/google+redesign/,0,1,no data,0
1882637614873699452,Direct,0,India,Hyderabad,0,0,1,0,2017-05-29,1496120517,PAGE,0,20990000,0,GGOEGAAX0356,YouTube Men's Vintage Tank,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's T-Shirts | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
214740622851874193,Organic Search,1215465,United States,Mountain View,0,1395,5,0,2016-08-25,1472176265,PAGE,0,2990000,0,GGOEGOAQ020099,Four Color Retractable Pen,Home/Office/,no data,USD,0,no data,Office,/google+redesign/,0,1,no data,0
2475191223878573368,Referral,38438,United States,Mountain View,0,94,4,0,2017-04-24,1493080272,PAGE,0,4990000,0,GGOEGCBB074399,Google Device Holder Sticky Pad,Home/Electronics/Electronics Accessories/,no data,USD,0,no data,Accessories | Electronics | Google Merchandise Store,/google+redesign/,0,1,no data,0
000584680858304485,Paid Search,34017,United States,New York,0,51,4,0,2017-03-16,1489705226,PAGE,0,37990000,0,GGOEGAAX0628,Google Infant Zip Hood Royal Blue,no data,no data,USD,0,no data,Store search results,/asearch.html,0,1,no data,0
5686190022209273630,Referral,214540,United States,Mountain View,0,334,8,0,2017-05-21,1495386488,PAGE,0,13990000,0,GGOEGDHC082299,Google 25 oz Blue Stainless Steel Bottle,Home/Drinkware/,no data,USD,0,no data,Drinkware | Google Merchandise Store,/google+redesign/,0,1,no data,0
5813775815654670848,Direct,164758,United States,Dallas,0,338,9,0,2016-12-21,1482310995,PAGE,0,16990000,0,GGOEGAAX0278,Google Women's Short Sleeve Hero Tee Black,Home/Apparel/,no data,USD,0,no data,Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
7743693151830893472,Organic Search,13462,United States,Sunnyvale,0,13,3,1,2017-07-26,1501125103,PAGE,0,12990000,0,GGOEGACB023699,Yoga Block,Home/Accessories/Sports & Fitness/,no data,USD,0,no data,Sports & Fitness | Accessories | Google Merchandise Store,/google+redesign/,0,1,no data,0
2961601822599122113,Referral,31061,United States,New York,0,580,5,0,2016-10-18,1476800984,PAGE,0,4990000,0,GGOEGPJC203399,Crunch Noise Dog Toy,Home/Accessories/,no data,USD,0,no data,Accessories | Google Merchandise Store,/google+redesign/,0,1,no data,0
3960792613722444124,Direct,0,United States,no data available in demo dataset,0,0,1,0,2017-05-31,1496255479,PAGE,0,24990000,0,GGOEYHPA003610,YouTube Wool Heather Cap Heather/Black,Home/Shop by Brand/YouTube/,no data,USD,0,no data,YouTube | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
9581319950710584234,Organic Search,0,Germany,no data available in demo dataset,0,0,1,0,2017-01-03,1483460647,PAGE,0,4990000,0,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Home/Shop by Brand/YouTube/,no data,USD,0,no data,YouTube | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
2587809593346474510,Organic Search,21957,Canada,no data available in demo dataset,0,22,3,0,2016-09-22,1474613955,PAGE,0,59990000,0,GGOEGESB015199,Google Flashlight,Home/Electronics/,no data,USD,0,no data,Electronics,/google+redesign/,0,1,no data,0
0927503898177285950,Direct,0,United States,no data available in demo dataset,0,0,1,0,2017-05-18,1495154994,PAGE,0,20990000,0,GGOEGAAX0357,Android Men's Vintage Tank,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's T-Shirts | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
7565934727398129398,Direct,91027,Ireland,Dublin,0,102,7,0,2017-06-07,1496846788,PAGE,0,3990000,0,GGOEGOAQ018099,Pen Pencil & Highlighter Set,no data,no data,USD,0,no data,Store search results,/asearch.html,0,1,no data,0
6482338058180284708,Direct,0,United States,no data available in demo dataset,0,0,1,0,2017-05-20,1495312452,PAGE,0,0,0,9183234,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,no data,no data,USD,0,no data,Waze Women's Typography Short Sleeve Tee,/google+redesign/,0,1,no data,0
2333755080586006871,Paid Search,1014836,United States,Chicago,0,1015,7,0,2017-06-19,1497907011,PAGE,0,59990000,0,GGOEGESB015199,Google Flashlight,Home/Electronics/,no data,USD,0,no data,Electronics | Google Merchandise Store,/google+redesign/,0,1,no data,0
897555590427201106,Referral,0,Australia,Melbourne,0,0,1,0,2016-09-11,1473647815,PAGE,0,24990000,0,GGOEGAAX0316,Android Men's 3/4 Sleeve Raglan Henley Black,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's-T-Shirts,/google+redesign/,0,1,no data,0
0435118365995990671,Referral,6116,United States,Mountain View,0,225,7,0,2017-01-08,1483913929,PAGE,0,16990000,0,GGOEGAAX0106,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Apparel/Men's/,no data,USD,0,no data,Men's Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
2009336688383047852,Organic Search,95842,United States,San Francisco,0,105,6,0,2016-08-12,1471044901,PAGE,0,16990000,0,GGOEGAAX0286,Google Women's Short Sleeve V-Neck Tee Black,Home/Apparel/Women's/,no data,USD,0,no data,Women's,/store.html,0,1,no data,0
0711180565081056489,Direct,27018,United States,Mountain View,0,370,5,0,2016-09-06,1473192833,PAGE,0,20990000,0,GGOEGAAX0355,Google Men's Vintage Tank,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's-T-Shirts,/google+redesign/,0,1,no data,0
881092455428574348,Referral,47409,United States,Mountain View,0,118,9,0,2016-08-17,1471454795,PAGE,0,27990000,0,GGOEGAAX0333,Google Men's Long Sleeve Pullover Crew Tee Heather,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's-T-Shirts,/google+redesign/,0,1,no data,0
0574933171245553613,Referral,10952,United States,New York,0,11,2,0,2017-05-19,1495195540,PAGE,0,16990000,0,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's T-Shirts | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
6644377773494491049,Organic Search,0,United Kingdom,London,0,0,1,0,2017-01-25,1485375737,PAGE,0,15990000,0,GGOEGBJL013999,Google Canvas Tote Natural/Navy,Home/Bags/,no data,USD,0,no data,Bags | Google Merchandise Store,/google+redesign/,0,1,no data,0
6377862887959952008,Organic Search,5498,United Kingdom,London,0,5,2,1,2017-07-26,1501059128,PAGE,0,24990000,0,GGOEAHPA004110,Android Wool Heather Cap Heather/Black,Home/Apparel/Headgear/,no data,USD,0,no data,Headgear | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
6950009663269273496,Referral,23191,United States,Chicago,0,27,3,0,2016-09-18,1474220347,PAGE,0,18990000,0,GGOEADHH073999,Android 17oz Stainless Steel Sport Bottle,Home/Drinkware/Water Bottles and Tumblers/,no data,USD,0,no data,Water Bottles and Tumblers,/google+redesign/,0,1,no data,0
0254292582463610557,Paid Search,0,United States,no data available in demo dataset,0,0,1,0,2017-07-03,1499134796,PAGE,0,3990000,0,GGOEAKDH019899,Windup Android,Home/Shop by Brand/Android/,no data,USD,0,no data,Android | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
9378433426283964191,Referral,54827,United States,no data available in demo dataset,0,133,6,0,2017-01-27,1485556121,PAGE,0,18990000,0,GGOEGAAX0679,Google Youth Girl Tee Green,Home/Apparel/Kid's/Kids-Youth/,no data,USD,0,no data,Youth | Kids' Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
9476998213954314820,Referral,30562,India,Gurgaon,0,31,2,0,2017-02-07,1486483533,PAGE,0,16990000,0,GGOEGAAX0317,YouTube Men's Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's T-Shirts | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
